species,country,region,company,harvest_year,aroma,cupper_points,sweetness,clean_cup,uniformity,balance,body,acidity,aftertaste,flavor,total_cup_points
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7.83,7.33,10,10,10,7.67,7.5,7.33,7.17,7.67,82.5
Arabica,Mexico,san bartolo tutotepec,,2012,7.5,7.58,10,10,10,7.42,7.42,7.5,7.5,7.58,82.5
Arabica,Mexico,zapotitlan de mendez,cafe de la sierra norte de puebla,2012,7.67,7.5,10,10,10,7.33,7.5,7.67,7.33,7.5,82.5
Arabica,Mexico,la concordia,finca santa cruz,2012,7.92,7.5,10,10,10,7.42,7.25,7.58,7.33,7.5,82.5
Arabica,Guatemala,oriente,"waelti schoenfeld exportadores de cafe, s.a.",2012,7.67,7.5,10,10,10,7.83,7.5,7.33,7.33,7.33,82.5
Arabica,Brazil,carmo de minas,exportadora de cafés carmo de minas ltda,2012,7.67,7.42,10,10,10,7.5,7.5,7.67,7.33,7.42,82.5
Arabica,Colombia,huila,c.i.racafe & cia s.c.a,2012,7.67,7.58,10,10,10,7.67,7.25,7.5,7.33,7.5,82.5
Arabica,United States (Hawaii),kona,cqi,2012,7.33,7.58,10,10,10,7.67,7.42,7.75,7.33,7.42,82.5
Arabica,Honduras,"comayagua, honduras",carrillo cooperativa,2017,7.42,7.5,10,10,10,7.5,7.58,7.58,7.17,7.67,82.42
Arabica,Guatemala,san marcos,"unex guatemala, s.a.",2017,7.58,7.42,10,10,10,7.5,7.33,7.75,7.33,7.5,82.42
Arabica,Guatemala,san marcos,"unex guatemala, s.a.",2016,7.67,7.5,10,10,10,7.33,7.42,7.67,7.25,7.58,82.42
Arabica,Guatemala,el progreso,"unex guatemala, s.a.",2017,7.58,7.42,10,10,10,7.5,7.5,7.67,7.25,7.5,82.42
Arabica,Guatemala,santa rosa,asociación nacional del café - anacafe -,2017,7.5,7.5,10,10,10,7.5,7.67,7.75,7.08,7.42,82.42
Arabica,Colombia,guayata,racafe & cia s.c.a,2016,5.08,8.08,10,10,10,8.08,7.83,7.75,7.83,7.75,82.42
Arabica,China,yunnan,yunnan coffee exchange,2015,7.67,7.58,10,10,10,7.42,7.42,7.5,7.42,7.42,82.42
Arabica,Brazil,campos altos - cerrado,bourbon specialty coffees,2016,7.42,8,10,10,10,7.42,7.25,7.5,7.33,7.5,82.42
Arabica,Tanzania,arusha meru,tawoca,2016,7.67,7.58,10,10,10,7.42,7.67,7.42,7.42,7.25,82.42
Arabica,Brazil,south of minas,ipanema coffees,2016,7.17,7.42,10,10,10,7.42,7.75,7.5,7.33,7.83,82.42
Arabica,Guatemala,atitlan,the coffee source inc.,2013,7.5,7.33,10,10,10,7.5,7.42,7.67,7.5,7.5,82.42
Arabica,Mexico,la yerba,productos y servicios chilindron s.a. de c.v.,2014,7.42,7.58,10,10,10,7.5,7.42,7.58,7.42,7.5,82.42
Arabica,Brazil,south of minas,nucoffee,2012,7.58,7.42,10,10,10,7.42,7.5,7.5,7.33,7.67,82.42
Arabica,Peru,peru,sustainable harvest,2013,7.58,7.5,10,10,9.33,7.58,7.5,7.75,7.58,7.58,82.42
Arabica,Brazil,south of minas,ipanema coffees,2013,7.25,8.17,10,10,10,7.5,7.42,7.5,7.25,7.33,82.42
Arabica,Mexico,veracruz,,2013,7.5,7.5,10,10,9.33,7.67,7.42,7.92,7.5,7.58,82.42
Arabica,Honduras,,s&d coffee and tea,2012,7.25,7.67,10,10,10,7.5,7.75,7.17,7.42,7.67,82.42
Arabica,Colombia,huila,racafe & cia s.c.a,2013,7.67,7.42,10,10,10,7.5,7.58,7.5,7.33,7.42,82.42
Arabica,Mexico,chiapas,cesmach s.c.,2013,7.5,7.42,10,10,10,7.58,7.42,7.67,7.42,7.42,82.42
Arabica,Mexico,san pedro cotzilnam,carajillo café sa de cv,2012,7.42,7.42,10,10,10,7.5,7.58,7.42,7.5,7.58,82.42
Arabica,Mexico,coatepec,,2012,7.42,7.5,10,10,10,7.5,7.5,7.58,7.33,7.58,82.42
Arabica,Mexico,xalapa,finca los barreales,2012,7.75,7.58,10,10,10,7.33,7.58,7.58,7.25,7.33,82.42
Arabica,Mexico,zihuatanejo de azueta,,2012,7.5,7.5,10,10,10,7.5,7.5,7.5,7.33,7.58,82.42
Arabica,Mexico,veracruz,,2012,7.58,7.58,10,10,10,7.5,7.5,7.5,7.17,7.58,82.42
Arabica,Mexico,xicotepec de juarez,,2012,7.58,7.58,10,10,10,7.5,7.5,7.58,7.33,7.33,82.42
Arabica,Mexico,progreso santa rosa teocelo,,2012,7.67,7.5,10,10,10,7.33,7.58,7.42,7.33,7.58,82.42
Arabica,Mexico,fln mirador,finca las nieves,2012,7.83,7.5,10,10,10,7.33,7.17,7.67,7.42,7.5,82.42
Arabica,Colombia,huila,carcafe ltda,2012,7.67,7.58,10,10,10,7.67,7.5,7.42,7.25,7.33,82.42
Arabica,Brazil,south of minas,nucoffee,2012,7.75,7.42,10,10,10,7.42,7.5,7.42,7.42,7.5,82.42
Arabica,Colombia,huila,exportadora de cafe condor s.a,2011,7.33,7.75,10,10,10,7.58,7.42,7.58,7.17,7.58,82.42
Arabica,Colombia,huila,,2011,7.58,7.5,10,10,10,7.83,7.58,7.25,7.42,7.25,82.42
Arabica,Honduras,comayagua,cigrah s.a de c.v,2017,7.5,7.58,10,10,10,7.42,7.42,7.5,7.33,7.58,82.33
Arabica,Brazil,cerrado,olam,2016,7.33,7.67,10,10,10,7.5,7.5,7.33,7.5,7.5,82.33
Arabica,Brazil,cerrado,volcafe ltda.,2017,7.42,7.5,10,10,10,7.58,7.5,7.5,7.42,7.42,82.33
Arabica,Brazil,south of minas,ipanema coffees,2016,7.5,7.5,10,10,10,7.5,7.42,7.5,7.42,7.5,82.33
Arabica,Costa Rica,tarrazu,"ceca,s.a.",2015,7.75,7.5,10,10,10,7.67,7.42,7.25,7.25,7.5,82.33
Arabica,Costa Rica,tarrazu,panamerican coffee trading,2015,7.75,7.33,10,10,10,7.58,7.33,7.5,7.5,7.33,82.33
Arabica,China,xishuangbanna prefecture,yunnan coffee exchange,2015,7.5,7.5,10,10,10,7.42,7.42,7.5,7.42,7.58,82.33
Arabica,Brazil,south of minas,ipanema coffees,2016,8.25,7.75,10,6.67,10,8.08,8.17,8.33,7.25,7.83,82.33
Arabica,Brazil,chapadão de ferro (cerrado mineiro),bourbon specialty coffees,2015,7.42,7.42,10,10,10,7.58,7.5,7.42,7.5,7.5,82.33
Arabica,Guatemala,huehuetenango,exportcafe,2015,7.5,7.42,10,10,10,7.5,7.5,7.83,7.17,7.42,82.33
Arabica,Malawi,mzuzu,mzuzu coffee planters coop union,2014,7.33,7.58,10,10,10,7.5,7.33,7.58,7.42,7.58,82.33
Arabica,Brazil,south of minas,ipanema coffees,2015,7.75,8,6.67,10,10,8,8.08,8.08,7.67,8.08,82.33
Arabica,Guatemala,jalapa,"armajaro guatemala, s. a.",2014,7.58,7.42,10,10,9.33,7.5,7.75,7.58,7.5,7.67,82.33
Arabica,Mexico,veracruz,sustainable harvest,2014,7.33,7.5,10,10,10,7.5,7.5,7.5,7.42,7.58,82.33
Arabica,Colombia,antioquia,the coffee source inc.,2013,7.42,7.5,10,10,10,8.33,7.08,7.17,7.5,7.33,82.33
Arabica,Taiwan,changhua baguashan 彰化市八卦山,blossom valley宸嶧國際,2013,7.5,7.33,10,10,10,7.5,7.5,7.5,7.5,7.5,82.33
Arabica,Taiwan,taichung xinshe 台中市新社區,blossom valley宸嶧國際,2013,7.5,7.33,10,10,10,7.5,7.5,7.5,7.5,7.5,82.33
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7.5,7.25,10,10,10,7.58,7.5,7.5,7.58,7.42,82.33
Arabica,Colombia,huila,exportadora de cafe condor s.a,2013,7.5,7.33,10,10,10,7.58,7.5,7.5,7.5,7.42,82.33
Arabica,Mexico,"la concordia, chiapas",ecomtrading,2013,7.67,7.42,10,10,10,7.42,7.42,7.5,7.42,7.5,82.33
Arabica,Costa Rica,central valley,"f. gaviña & sons, inc.",2012,7.92,7.67,10,9.33,9.33,7.58,7.92,7.75,7.25,7.58,82.33
Arabica,Guatemala,jalapa,finca el morito,2012,7.67,7.33,10,10,10,7.33,7.5,7.67,7.33,7.5,82.33
Arabica,Mexico,"jaltocan, hidalgo",,2012,7.58,7.58,10,10,10,7.58,7,7.33,7.58,7.67,82.33
Arabica,Mexico,veracruz,finca los barreales,2012,7.67,7,10,10,10,7.5,7.5,7.58,7.5,7.58,82.33
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2012,7.5,7.5,10,10,10,7.5,7.33,7.5,7.33,7.67,82.33
Arabica,Brazil,grama valley,nucoffee,2012,7.58,7.42,10,10,10,7.42,7.5,7.5,7.42,7.5,82.33
Arabica,Mexico,santa catarina juquila,eczcafe fino s.a. de c.v.,2012,8,7.83,10,10,9.33,7.67,7.08,7.33,7.33,7.75,82.33
Arabica,Brazil,south of minas,nucoffee,2012,7.58,7.42,10,10,10,7.5,7.42,7.58,7.25,7.58,82.33
Arabica,Colombia,huila,carcafe ltda,2012,7.83,7.33,10,10,10,7.42,7.58,7.25,7.33,7.58,82.33
Arabica,Taiwan,,宸嶧國際,2017,7,10,10,10,10,7,7,7.17,7,7.08,82.25
Arabica,Guatemala,nuevo oriente,mercon guatemala s.a.,2016,7.67,7.33,10,10,10,7.42,7.42,7.67,7.25,7.5,82.25
Arabica,Brazil,south of minas,ipanema coffees,2016,7.42,7.67,10,10,10,7.42,7.5,7.08,7.5,7.67,82.25
Arabica,El Salvador,apaneca,consejo salvadoreño del café,2014,7.58,7.58,9.33,9.33,9.33,8.42,7.83,7.67,7.5,7.67,82.25
Arabica,Honduras,marcala,cadexsa,2015,7.58,7.33,10,10,10,7.42,7.42,7.58,7.42,7.5,82.25
Arabica,Malawi,mzuzu,mzuzu coffee planters coop union,2014,7.58,7.42,10,10,10,7.5,7.58,7.42,7.33,7.42,82.25
Arabica,Brazil,south of minas,ipanema coffees,2015,7.75,7.42,10,10,10,7.33,7.33,7.42,7.42,7.58,82.25
Arabica,Taiwan,nantou,blossom valley宸嶧國際,2013,7.5,7.25,10,10,10,7.5,7.5,7.5,7.5,7.5,82.25
Arabica,Mexico,veracruz,,2013,7.58,7.42,10,10,10,7.42,7.42,7.42,7.42,7.58,82.25
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2013,7.33,7.42,10,10,10,7.42,7.5,7.67,7.5,7.42,82.25
Arabica,Mexico,"calnali, hidalgo",,2012,7.58,7.58,10,10,10,7.42,7.42,7.17,7.5,7.58,82.25
Arabica,Guatemala,antigua,"siembras vision, s.a. / ing. jorge bolaños",2012,7.5,7.33,10,10,10,7.33,7.67,7.58,7.33,7.5,82.25
Arabica,Mexico,veracruz,finca los barreales,2012,7.5,7.33,10,10,10,7.42,7.33,7.67,7.42,7.58,82.25
Arabica,Mexico,juquila,,2012,7.67,7.33,10,10,10,7.42,7.42,7.5,7.33,7.58,82.25
Arabica,El Salvador,,atlantic specialty coffee,2012,7.75,7.33,10,10,10,7.5,7.5,7.5,7.33,7.33,82.25
Arabica,Mexico,veracruz,,2012,7.33,7.42,10,10,10,7.5,7.33,7.67,7.42,7.58,82.25
Arabica,Mexico,canoas,organizaciones de productores de cafe colimense sa de cv,2012,7.42,7.42,10,10,10,7.5,7.42,7.58,7.42,7.5,82.25
Arabica,Colombia,huila,exportadora de cafe condor s.a,2012,7.5,7.42,10,10,10,7.33,7.58,7.33,7.67,7.42,82.25
Arabica,Colombia,huila,c.i.racafe & cia s.c.a,2012,7.67,7.58,10,10,10,7.5,7.5,7.33,7.33,7.33,82.25
Arabica,Brazil,,nucoffee,2012,7.67,7.5,10,10,10,7.58,7.5,7,7.42,7.58,82.25
Arabica,Brazil,south of minas,ipanema coffees,2016,7.42,7.5,10,10,10,7.5,7.42,7.42,7.5,7.42,82.17
Arabica,Honduras,comayagua,cigrah s.a de c.v,2015,7.5,7.58,10,10,10,7.5,7.5,7.42,7.17,7.5,82.17
Arabica,Tanzania,ruvuma,tawoca,2015,7.58,7.5,10,10,10,7.42,7.5,7.33,7.42,7.42,82.17
Arabica,Tanzania,northern,ibero tanzania,2016,7.42,7.58,10,10,10,7.33,7.5,7.5,7.42,7.42,82.17
Arabica,Brazil,south of minas,ipanema coffees,2016,6.92,7.58,10,10,10,7.5,7.83,7.33,7.42,7.58,82.17
Arabica,Thailand,thailand,doi tung development project,2014,7.42,7.5,10,10,10,7.67,7.25,7.75,7.17,7.42,82.17
Arabica,Honduras,marcala,cadexsa,2015,7.67,7.33,10,10,10,7.42,7.58,7.42,7.25,7.5,82.17
Arabica,Guatemala,atitlan,essence coffee,2014,7.42,7.42,10,10,10,7.5,7.42,7.5,7.5,7.42,82.17
Arabica,Brazil,cerrado,bourbon specialty coffees,2014,7.58,7.5,10,10,10,7.42,7.5,7.25,7.42,7.5,82.17
Arabica,Tanzania,"ilomba vilage, mbozi",tembo coffee company ltd,2014,7.75,7.25,10,10,10,7.42,7.33,7.58,7.42,7.42,82.17
Arabica,Mexico,veracruz,"café andrade, s.a. de c.v.",2013,7.42,7.33,10,10,10,8.17,7.33,7.42,7.17,7.33,82.17
Arabica,Mexico,"la concordia, chiapas",lusso coffee lab,2013,7.5,7.5,10,10,10,7.42,7.5,7.42,7.33,7.5,82.17
Arabica,Taiwan,yunlin 雲林縣石壁,blossom valley宸嶧國際,2013,7.5,7.17,10,10,10,7.5,7.5,7.5,7.5,7.5,82.17
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區","red on tree co., ltd.",2012,7.67,7.58,10,10,10,7.58,7.17,7.17,7.5,7.5,82.17
Arabica,Colombia,huila,exportadora de cafe condor s.a,2013,7.33,7.5,10,10,10,7.5,7.75,7.58,7.25,7.25,82.17
Arabica,Mexico,san bartolo tutotepec,,2012,7.5,7.67,10,10,10,7.5,7.33,7.5,7,7.67,82.17
Arabica,Guatemala,oriente,the coffee source inc.,2012,7.25,7.17,9.33,10,10,7.75,8.17,7.75,7,7.75,82.17
Arabica,Mexico,altotonga,,2012,7.5,7.5,10,10,10,7.33,7.5,7.5,7.25,7.58,82.17
Arabica,Mexico,colima,organizaciones de productores de cafe colimense sa de cv,2012,7,7.58,10,10,10,7.5,7.42,7.5,7.5,7.67,82.17
Arabica,Indonesia,aceh gayo,pt. shriya artha nusantara,2017,7.5,7.33,10,10,10,7.42,7.5,7.42,7.42,7.5,82.08
Arabica,Colombia,huila,skn caribecafe ltda,2016,7.75,7.58,10,9.33,9.33,7.58,7.83,7.67,7.42,7.58,82.08
Arabica,Brazil,south of minas,ipanema coffees,2016,7.42,7.5,10,10,10,7.25,7.42,7.5,7.42,7.58,82.08
Arabica,Brazil,south of minas,ipanema coffees,2016,7.25,7.25,10,10,10,7.92,7.25,7.58,7.58,7.25,82.08
Arabica,Costa Rica,tres rios,"cafetalera internacional cafinter, s.a.",2015,7.75,7.67,10,10,10,7.42,7.17,7.25,7.42,7.42,82.08
Arabica,Tanzania,kilimanjaro,volcafe/taylorwinch tanzania ltd,2014,7.42,7.42,10,10,10,7.58,7.5,7.42,7.42,7.33,82.08
Arabica,Tanzania,ngorogoro,ngorogoro convenant estate,2014,7.42,7.5,10,10,10,7.5,7.33,7.33,7.5,7.5,82.08
Arabica,Colombia,,cafe politico,2013,7.5,7.25,10,10,10,7.42,7.67,7.42,7.42,7.42,82.08
Arabica,Costa Rica,turrialba,"ceca,s.a.",2013,7.58,7.33,10,10,10,7.67,7.5,7.33,7.33,7.33,82.08
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2012,7.25,7.5,10,10,10,7.42,7.5,7.25,7.58,7.58,82.08
Arabica,Mexico,coatepec,,2012,7.42,7.42,10,10,10,7.42,7.42,7.33,7.5,7.58,82.08
Arabica,Mexico,tapachula,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,2012,7.5,7.5,10,10,10,7.5,7.25,7.5,7.42,7.42,82.08
Arabica,Mexico,coatepec,,2012,7.67,7.33,10,10,10,7.33,7.42,7.58,7.25,7.5,82.08
Arabica,Vietnam,don duong,royal base corporation,2012,7.67,7.42,10,10,10,7.08,7.67,7.08,7.17,8,82.08
Arabica,Mexico,veracruz,,2012,7.58,7.33,10,10,10,7.42,7.33,7.75,7.25,7.42,82.08
Arabica,United States (Hawaii),kona,cqi,2012,7.33,7.42,10,10,10,7.83,7.08,7.58,7.33,7.5,82.08
Arabica,Colombia,cauca,,2011,7.67,7.17,10,10,10,7.58,7.25,7.33,7.67,7.42,82.08
Arabica,Honduras,el paraíso,cigrah s.a de c.v,2017,7.5,7.42,10,10,10,7.42,7.5,7.5,7.17,7.5,82
Arabica,Honduras,guinope el paraíso,cigrah s.a de c.v,2016,7.5,7.5,10,10,10,7.5,7.42,7.33,7.25,7.5,82
Arabica,Brazil,south of minas,ipanema coffees,2016,7.5,7.5,10,10,10,7.42,7.33,7.5,7.42,7.33,82
Arabica,Tanzania,kilimanjaro,tawoca,2015,7.67,7.42,10,10,10,7.42,7.42,7.42,7.33,7.33,82
Arabica,Laos,lao p.d.r.,kettles coffee roasters,2015,7.42,7.5,10,10,10,7.5,7.5,7.33,7.25,7.5,82
Arabica,Tanzania,meru,finca estate,2014,7.42,7.5,10,10,10,7.42,7.33,7.58,7.33,7.42,82
Arabica,Malawi,mzuzu,mzuzu coffee planters coop union,2014,7.5,7.33,10,10,10,7.5,7.33,7.58,7.33,7.42,82
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區","red on tree co., ltd.",2013,7.33,7.75,10,10,10,7.33,7.5,7.42,7.17,7.5,82
Arabica,Thailand,thailand,doi tung development project,2013,7.58,7.33,10,10,10,7.42,7.33,7.42,7.42,7.5,82
Arabica,Costa Rica,central valley,coricafe s.a.,2013,7.5,7.33,10,10,10,7.5,7.75,7.33,7.33,7.25,82
Arabica,Honduras,occidental,beneficio santa rosa s.a.,2014,7.33,7.17,10,10,10,7.83,7.5,7.5,7.33,7.33,82
Arabica,Colombia,huila,racafe & cia s.c.a,2013,7.33,7.17,10,10,10,7.58,7.5,7.5,7.58,7.33,82
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區","red on tree co., ltd.",2012,7.42,7.42,10,10,9.33,7.5,8,7.42,7.33,7.58,82
Arabica,Brazil,"minas gerais, br",café do paraíso,2012,7.33,7.67,10,10,10,7.42,7.33,7.17,7.42,7.67,82
Arabica,Mexico,coscomatepec,,2012,7.67,7.42,10,10,10,7.42,7.42,7.5,7.25,7.33,82
Arabica,Brazil,south of minas,nucoffee,2012,7.42,7.42,10,10,10,7.5,7.33,7.5,7.33,7.5,82
Arabica,Brazil,cerrado,nucoffee,2012,7.42,7.42,10,10,10,7.42,7.5,7.5,7.25,7.5,82
Arabica,Guatemala,san marcos,"elfasa, s.a.",2012,7.33,7.17,10,10,10,7.67,7.67,7.5,7.33,7.33,82
Arabica,Brazil,south of minas,nucoffee,2012,7.58,7.33,10,10,10,7.42,7.5,7.5,7.17,7.5,82
Arabica,Guatemala,oriente,coffee resources inc.,2012,7.75,7.42,9.33,10,10,7.67,7.75,7.42,7.33,7.33,82
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2017,7.58,7.58,10,10,9.33,7.5,7.58,7.58,7.25,7.5,81.92
Arabica,Guatemala,santa rosa,"unex guatemala, s.a.",2017,7.5,7.42,10,10,10,7.42,7.42,7.42,7.25,7.5,81.92
Arabica,Honduras,comayagua,cigrah s.a de c.v,2017,7.58,7.33,10,10,10,7.5,7.42,7.33,7.25,7.5,81.92
Arabica,Brazil,monte carmelo,volcafe ltda.,2017,7.42,7.5,10,10,10,7.33,7.5,7.5,7.33,7.33,81.92
Arabica,El Salvador,"el balsamo, quezaltepec",consejo salvadoreño del café,2014,7.67,7.33,9.33,10,10,7.67,7.5,7.5,7.33,7.58,81.92
Arabica,Guatemala,nuevo oriente,asociación nacional del café - anacafe -,2015,7.58,7.25,10,10,10,7.33,7.17,7.83,7.17,7.58,81.92
Arabica,Tanzania,mbeya,mcomafa co. ltd,2014,7.33,7.42,10,10,10,7.58,7.5,7.42,7.33,7.33,81.92
Arabica,Nicaragua,,volcafe specialty coffee,2013,7.58,7.33,10,10,10,7.67,7.5,7.17,7.25,7.42,81.92
Arabica,Zambia,mubuyu estate,lusso coffee lab,2014,7.67,7.25,10,10,10,7.42,7.75,7.33,7.42,7.08,81.92
Arabica,Honduras,,thrive farmers,2012,7.42,7.42,10,10,10,7.5,7.33,7.58,7.33,7.33,81.92
Arabica,Taiwan,taichung xinshe 台中市新社區,blossom valley宸嶧國際,2012,7.5,7.25,10,10,10,7.5,7.5,7.25,7.42,7.5,81.92
Arabica,Mexico,chiapas,"finca triunfo verde, s.c.",2013,7.58,7.25,10,10,10,7.25,7.5,7.58,7.25,7.5,81.92
Arabica,Mexico,"chapulhuacan, hidalgo",,2012,7.5,7.42,10,10,10,7.5,7.5,7.25,7.25,7.5,81.92
Arabica,Mexico,"huazalingo, hidalgo",,2012,7.5,7.58,10,10,10,7.33,7.33,7.5,7.25,7.42,81.92
Arabica,Mexico,veracruz,,2012,7.33,7.5,10,10,10,7.33,7.42,7.58,7.17,7.58,81.92
Arabica,Mexico,fortín de las flores,,2012,7.67,7.33,10,10,9.33,7.5,7.5,7.83,7.33,7.42,81.92
Arabica,Brazil,grama valley,nucoffee,2012,7.42,7.33,10,10,10,7.5,7.33,7.5,7.25,7.58,81.92
Arabica,Colombia,cundinamarca,,2010,7.67,7.33,10,10,10,7.33,7.33,7.58,7.33,7.33,81.92
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2017,7.42,7.42,10,10,10,7.42,7.33,7.5,7.25,7.5,81.83
Arabica,Costa Rica,tarrazu,bold coast coffee,2016,7.25,7.33,10,10,10,7.42,7.67,7.33,7.5,7.33,81.83
Arabica,Brazil,monte carmelo,volcafe ltda.,2016,7.42,7.33,10,10,10,7.25,7.42,7.5,7.42,7.5,81.83
Arabica,Indonesia,bali,pt. olam indonesia,2015,7.75,5.17,10,10,10,7.83,7.92,7.75,7.58,7.83,81.83
Arabica,Guatemala,norte,"unex guatemala, s.a.",2015,7.58,7.17,10,10,10,7.25,7.58,7.42,7.33,7.5,81.83
Arabica,Brazil,south of minas,ipanema coffees,2016,7.17,7.75,10,10,10,7.25,7.75,7.5,6.83,7.58,81.83
Arabica,Brazil,south of minas,ipanema coffees,2016,7.58,8.25,10,10,10,7.5,7.67,6.92,6.92,7,81.83
Arabica,Myanmar,ywar ngan,,2015,7.33,7.33,10,10,10,7.33,7.33,7.42,7.5,7.58,81.83
Arabica,Mexico,chiapas,agroindustrias unidas de mexico sa de cv,2015,7.58,7.42,10,10,10,7.33,7.17,7.5,7.33,7.5,81.83
Arabica,Honduras,marcala,cadexsa,2015,7.5,7.33,10,10,10,7.25,7.42,7.5,7.33,7.5,81.83
Arabica,Costa Rica,tres rios,"cafetalera internacional cafinter, s.a.",2015,7.67,7.42,10,10,10,7.42,7.08,7.25,7.5,7.5,81.83
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",taiwan coffee laboratory,2014,7.67,7.33,10,10,10,7.33,7.75,7.25,7.17,7.33,81.83
Arabica,Indonesia,lington nihuta,essence coffee,2014,7.42,7.42,10,10,10,7.42,7.42,7.33,7.42,7.42,81.83
Arabica,Malawi,kakoma,mzuzu coffee planters coop union,2014,7.58,7.42,10,10,10,7.42,7.33,7.33,7.33,7.42,81.83
Arabica,Brazil,south of minas,ipanema coffees,2015,7.33,7.33,10,10,10,7.33,7.83,7.17,7.25,7.58,81.83
Arabica,Honduras,comayagua,cigrah,2014,7.5,7.5,10,10,10,7.33,7.33,7.33,7.33,7.5,81.83
Arabica,Mexico,"siltepec el triunfo, chiapas, mexico",globus coffee,2014,7.42,7.5,10,10,10,7.42,7.33,7.5,7.25,7.42,81.83
Arabica,Colombia,huila,racafe & cia s.c.a,2013,7.5,7.33,10,10,10,7.58,7.5,7.42,7,7.5,81.83
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,2012,7.83,8,10,6.67,10,7.83,7.83,8,7.83,7.83,81.83
Arabica,Brazil,sul de minas,exportadora de cafés carmo de minas ltda,2012,7.75,7.83,9.33,9.33,9.33,7.75,7.83,7.42,7.5,7.75,81.83
Arabica,Guatemala,oriente,"unex guatemala, s.a.",2013,7.83,7.5,9.33,10,9.33,7.83,7.67,7.33,7.33,7.67,81.83
Arabica,Mexico,veracruz,,2012,7.83,7.25,10,10,10,7.33,7.25,7.58,7.25,7.33,81.83
Arabica,Mexico,coatepec,,2012,7.33,7.42,10,10,10,7.5,7.5,7.5,7.25,7.33,81.83
Arabica,Brazil,cerrado,,2011,7.33,7.33,10,10,10,7.25,7.5,7.5,7.25,7.67,81.83
Arabica,Colombia,huila,,2011,7.58,7.33,10,10,10,7.33,7.33,7.58,7.17,7.5,81.83
Arabica,Guatemala,san marcos,"unex guatemala, s.a.",2017,7.5,7.33,10,10,10,7.33,7.42,7.42,7.25,7.5,81.75
Arabica,Vietnam,vietnam,"sunvirtue co., ltd.",2014,7,8,10,10,10,7.33,7.5,7.5,7.33,7.08,81.75
Arabica,Tanzania,ngorogoro,ngorogoro convenant estate,2014,7.42,7.42,10,10,10,7.33,7.33,7.42,7.42,7.42,81.75
Arabica,Brazil,,cafe politico,2013,7.17,7.25,10,10,10,8.25,7.42,7.25,7.17,7.25,81.75
Arabica,Mexico,"tenango de doria, hidalgo",,2012,7.5,7.5,10,10,10,7.25,7.25,7.42,7.33,7.5,81.75
Arabica,Mexico,tepictla,,2012,7.42,7.25,10,10,10,7.42,7.33,7.67,7.17,7.5,81.75
Arabica,Mexico,oaxaca,,2012,7.42,7.25,10,10,10,7.33,7.33,7.58,7.33,7.5,81.75
Arabica,Mexico,la concordia,beneficio custepec s.a. de c.v.,2012,7.33,7.33,10,10,10,7.25,7.42,7.67,7.33,7.42,81.75
Arabica,Mexico,la concordia,finca las nubes,2012,7.5,7.33,10,10,10,7.25,7.67,7.33,7.25,7.42,81.75
Arabica,Colombia,huila,exportadora de cafe condor s.a,2011,7.33,7.17,10,10,10,7.67,7.5,7.33,7.33,7.42,81.75
Arabica,Brazil,south of minas,ipanema coffees,2017,7.42,7.25,10,10,10,7.25,7.5,7.5,7.25,7.5,81.67
Arabica,Guatemala,san marcos,"unex guatemala, s.a.",2017,7.42,7.58,10,10,10,7.42,7.33,7.42,7.08,7.42,81.67
Arabica,Guatemala,santa rosa,"unex guatemala, s.a.",2017,7.42,7.33,10,10,10,7.42,7.33,7.67,7.17,7.33,81.67
Arabica,Honduras,marcala,cadexsa,2016,7.58,7.25,10,10,10,7.25,7.42,7.33,7.33,7.5,81.67
Arabica,Tanzania,mbinga,volcafe/taylorwinch tanzania ltd,2016,7.17,7.58,10,10,10,7.33,7.5,7.42,7.33,7.33,81.67
Arabica,Colombia,la plata,racafe & cia s.c.a,2016,7.75,7.67,10,10,10,7.83,5.25,7.67,7.75,7.75,81.67
Arabica,Brazil,south of minas,ipanema coffees,2016,7.25,7.25,10,10,10,7.58,7.5,7.42,6.92,7.75,81.67
Arabica,Tanzania,mbinga,dae ltd company,2014,7.42,7.33,10,10,10,7.42,7.5,7.42,7.25,7.33,81.67
Arabica,Tanzania,"ilomba vilage, mbozi",tembo coffee company ltd,2013,7.33,7.5,10,10,10,7.33,7.42,7.25,7.5,7.33,81.67
Arabica,Brazil,south of minas,ipanema coffees,2015,7.25,7.33,10,10,10,7.42,7.5,7.5,7.25,7.42,81.67
Arabica,Indonesia,bener meriah,volcafe specialty coffee,2013,7.17,7.58,10,10,10,7.42,7.33,7.42,7.33,7.42,81.67
Arabica,Honduras,comayagua,cigrah,2014,7.5,7.5,10,10,10,7.17,7.17,7.5,7.5,7.33,81.67
